file: '../data/Ntr1E4_t2E3yr_dt1yr_Mtot3E-5_ecc1E-2_inc5E-3_rand1/tempread.dat' does not exist.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	 10000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+05	  1	 10000	  6701	1.664768138981652e-03	0.000000000000000e+00	1.667434203717531e-02
2.000000e+05	  1	 10000	  4535	1.477024162980186e-03	0.000000000000000e+00	3.254845443667419e-02
3.000000e+05	  1	 10000	  5258	1.555676246125739e-03	0.000000000000000e+00	4.842545310217240e-02
4.000000e+05	  1	 10000	  5569	1.433214946854759e-03	0.000000000000000e+00	6.430227742867156e-02
5.000000e+05	  1	 10000	   886	1.547429970062033e-03	0.000000000000000e+00	8.018315820861967e-02
6.000000e+05	  1	 10000	   683	1.462426661539384e-03	0.000000000000000e+00	9.606053851204256e-02
7.000000e+05	  1	 10000	  2573	1.543043601041605e-03	0.000000000000000e+00	1.119303598834589e-01
8.000000e+05	  1	 10000	  9536	1.529338659856930e-03	0.000000000000000e+00	1.278250284764624e-01
9.000000e+05	  1	 10000	  5489	1.661202815319397e-03	0.000000000000000e+00	1.436926078606186e-01
1.000000e+06	  1	 10000	  1494	1.577870529403614e-03	0.000000000000000e+00	1.595763360234655e-01
1.100000e+06	  1	 10000	  9693	1.598318963298992e-03	0.000000000000000e+00	1.754674498815933e-01
1.200000e+06	  1	 10000	  7169	1.581254739464782e-03	0.000000000000000e+00	1.913429508024460e-01
1.300000e+06	  1	 10000	  8681	1.438535632917273e-03	0.000000000000000e+00	2.072249322729560e-01
1.400000e+06	  1	 10000	  8027	1.532018239400301e-03	0.000000000000000e+00	2.231051662128885e-01
1.500000e+06	  1	 10000	  5890	1.698388629295080e-03	0.000000000000000e+00	2.389962102510401e-01
1.600000e+06	  1	 10000	  5194	1.572852940459598e-03	0.000000000000000e+00	2.548818092900315e-01
1.700000e+06	  1	 10000	  5889	1.628037318555152e-03	0.000000000000000e+00	2.707665136249797e-01
1.800000e+06	  1	 10000	  5898	1.704390237442271e-03	0.000000000000000e+00	2.866452846055736e-01
1.900000e+06	  1	 10000	  4202	1.507216947238704e-03	0.000000000000000e+00	3.025297737376719e-01
2.000000e+06	  1	 10000	  9743	1.493556520570478e-03	0.000000000000000e+00	3.184259317673624e-01
2.100000e+06	  1	 10000	  8031	1.693128501173332e-03	0.000000000000000e+00	3.343058736705852e-01
2.200000e+06	  1	 10000	  5124	1.494661227574933e-03	0.000000000000000e+00	3.501935093949599e-01
2.300000e+06	  1	 10000	  5076	1.519744126856017e-03	0.000000000000000e+00	3.660841787678558e-01
2.400000e+06	  1	 10000	  9178	1.594620304775517e-03	0.000000000000000e+00	3.819753912277357e-01
2.500000e+06	  1	 10000	   187	1.592377570715881e-03	0.000000000000000e+00	3.978647583968608e-01
2.600000e+06	  1	 10000	  5664	1.542163146739117e-03	0.000000000000000e+00	4.137582189321425e-01
2.700000e+06	  1	 10000	  4127	1.612528070216240e-03	0.000000000000000e+00	4.296400007770711e-01
2.800000e+06	  1	 10000	  4404	1.596809518269021e-03	0.000000000000000e+00	4.455350535566825e-01
